"GEOID","county_fips","county_name","demand_mean","demand_moe90","cv_under5","high_cv_flag","is_zero_demand","eligible","display_allowed","input_rate","coverage_median","coverage_q025","coverage_q975","width95","relative_width95","desert_probability","LIS","point_desert_e2sfca","fdr_desert","fdx_desert","fdr_rank","comparison_class"
"01003010200","01003","Baldwin County",135,67.4759216313494,0.303842943291002,FALSE,FALSE,TRUE,TRUE,0.0990726314141627,0.17705029965825,0.059881601790656,0.65450867901258,0.594627077221924,3.35852059199955,0.8295,0.1705,TRUE,TRUE,TRUE,411,"both_point_and_fdr"
"01003010300","01003","Baldwin County",399,286.667054263304,0.436756106471808,TRUE,FALSE,TRUE,TRUE,0.00363299747654149,0.143290473323626,0.0477064149144428,0.722228545492769,0.674522130578326,4.70737596807916,0.8635,0.1365,TRUE,TRUE,TRUE,351,"both_point_and_fdr"
"01003010400","01003","Baldwin County",297,166.976046186272,0.341768334175129,FALSE,FALSE,TRUE,TRUE,0,0.141558784976482,0.0460419150097805,0.526992307133539,0.480950392123758,3.39753122495125,0.911,0.089,TRUE,TRUE,TRUE,255,"both_point_and_fdr"
"01003010500","01003","Baldwin County",357,202.158353772482,0.344237020378334,FALSE,FALSE,TRUE,TRUE,0.524516312169251,0.381766432291815,0.143284495290425,1.33783718439615,1.19455268910573,3.12901446555844,0.4,0.6,FALSE,FALSE,FALSE,919,"neither"
"01003010600","01003","Baldwin County",373,196.697737658571,0.320571294374163,FALSE,FALSE,TRUE,TRUE,0.639577032174214,0.47627365495312,0.191249046175606,1.57058477902691,1.37933573285131,2.89609916170374,0.229,0.771,FALSE,FALSE,FALSE,1085,"neither"
"01003010704","01003","Baldwin County",533,274.171479187752,0.312700923473545,FALSE,FALSE,TRUE,TRUE,0.129835014566167,0.218525347740523,0.0831950581177932,0.738660891427893,0.6554658333101,2.99949566531934,0.779,0.221,TRUE,TRUE,FALSE,495,"both_point_and_fdr"
"01003010706","01003","Baldwin County",110,78.0320446995976,0.431235394858235,TRUE,FALSE,TRUE,TRUE,0.350509542166061,0.2925901640578,0.0819110368737104,1.66577930867688,1.58386827180317,5.41326560618862,0.568,0.432,FALSE,FALSE,FALSE,756,"neither"
"01003010707","01003","Baldwin County",462,187.20042734994,0.24631959282351,FALSE,FALSE,TRUE,TRUE,0.266669449034677,0.270508955757531,0.109167552421165,0.713363561972215,0.60419600955105,2.23355270386174,0.65,0.35,TRUE,FALSE,FALSE,667,"point_only"
"01003010708","01003","Baldwin County",1736,571.616129933367,0.200165327809928,FALSE,FALSE,TRUE,TRUE,0.163890460695778,0.191070755132315,0.087735468998757,0.43505770553978,0.347322236541022,1.81776764476858,0.9045,0.0955,TRUE,TRUE,TRUE,270,"both_point_and_fdr"
"01003010709","01003","Baldwin County",418,213.827032902765,0.310971383346322,FALSE,FALSE,TRUE,TRUE,0.762825611040638,0.526838110890873,0.220516594806584,1.60665753099584,1.38614093618926,2.63105668996747,0.159,0.841,FALSE,FALSE,FALSE,1161,"neither"
"01003010710","01003","Baldwin County",582,238.29603437741,0.248901737408382,FALSE,FALSE,TRUE,TRUE,0.393868856728526,0.394719097711392,0.169508326824804,1.02798087706382,0.858472550239018,2.17489489415764,0.3285,0.6715,FALSE,FALSE,FALSE,977,"neither"
"01003010711","01003","Baldwin County",212,136.883161857111,0.39250777615734,FALSE,FALSE,TRUE,TRUE,0.268261394573996,0.281777921823943,0.0811422747719482,1.41457408646623,1.33343181169428,4.73220826906168,0.5795,0.4205,TRUE,FALSE,FALSE,746,"point_only"
"01003010800","01003","Baldwin County",301,152.042757144167,0.307067136180647,FALSE,FALSE,TRUE,TRUE,0.881357687803948,0.764044202359543,0.314679499075615,2.52979664636624,2.21511714729063,2.89920025628077,0.0355,0.9645,FALSE,FALSE,FALSE,1345,"neither"
"01003010903","01003","Baldwin County",765,335.037311355019,0.266235422337461,FALSE,FALSE,TRUE,TRUE,0.228058481204452,0.222246620806856,0.0949333611294248,0.63965149326754,0.544718132138115,2.45096249455016,0.796,0.204,TRUE,TRUE,FALSE,474,"both_point_and_fdr"
"01003010904","01003","Baldwin County",296,170.46993869888,0.350098452926313,FALSE,FALSE,TRUE,TRUE,0.0543823327556182,0.13695676029878,0.044921913814342,0.618036721475614,0.573114807661272,4.18464051289609,0.9165,0.0835,TRUE,TRUE,TRUE,241,"both_point_and_fdr"
"01003010906","01003","Baldwin County",140,104.785495179438,0.45499563690594,TRUE,FALSE,TRUE,TRUE,0.252983105285412,0.247178634105461,0.0721900266063547,1.5301839429206,1.45799391631425,5.89854346266911,0.6565,0.3435,TRUE,FALSE,FALSE,659,"point_only"
"01003010907","01003","Baldwin County",391,383.176199678425,0.595738772344973,TRUE,FALSE,TRUE,TRUE,0.132524396387848,0.217571917405467,0.0692648596676152,1.64381392688986,1.57454906722224,7.23691313657871,0.703,0.297,TRUE,FALSE,FALSE,610,"point_only"
"01003010908","01003","Baldwin County",312,197.04060495238,0.383915137075014,FALSE,FALSE,TRUE,TRUE,0.243340089218503,0.252723556174834,0.0784922448405698,1.1232574882449,1.04476524340433,4.13402398738629,0.654,0.346,TRUE,FALSE,FALSE,661,"point_only"
"01003011000","01003","Baldwin County",588,244.806045676981,0.253092287158552,FALSE,FALSE,TRUE,TRUE,0.372945547724426,0.302161250294561,0.134531264948316,0.78792604340722,0.653394778458904,2.16240427196388,0.581,0.419,FALSE,FALSE,FALSE,744,"neither"
"01003011102","01003","Baldwin County",188,111.126054550677,0.359328896561718,FALSE,FALSE,TRUE,TRUE,0.304530144726921,0.279307465584468,0.0987297409434136,1.1517559134546,1.05302617251119,3.77013256809182,0.5935,0.4065,FALSE,FALSE,FALSE,728,"neither"
"01003011103","01003","Baldwin County",126,132.382022948737,0.638693602300079,TRUE,FALSE,TRUE,TRUE,0.27456865581218,0.326016093303036,0.0824959489905953,2.93682365892046,2.85432770992987,8.75517426459291,0.507,0.493,TRUE,FALSE,FALSE,810,"point_only"
"01003011104","01003","Baldwin County",569,241.132743525221,0.257619076313931,FALSE,FALSE,TRUE,TRUE,0.311473324817774,0.305855536044774,0.128354153909606,0.845220568910117,0.716866415000511,2.34380722438704,0.567,0.433,FALSE,FALSE,FALSE,760,"neither"
"01003011201","01003","Baldwin County",112,80,0.434216239687364,TRUE,FALSE,TRUE,TRUE,0.43569521885457,0.428687109978133,0.134463405259091,2.69022281375389,2.55575940849479,5.96182938326548,0.3415,0.6585,FALSE,FALSE,FALSE,961,"neither"
"01003011202","01003","Baldwin County",248,200.609072576491,0.491737112894626,TRUE,FALSE,TRUE,TRUE,0.281281302796157,0.284353938714841,0.0815848736217159,2.00479205258739,1.92320717896567,6.76342725427947,0.5875,0.4125,TRUE,FALSE,FALSE,735,"point_only"
"01003011300","01003","Baldwin County",42,51.6236379965612,0.747194065661619,TRUE,FALSE,TRUE,TRUE,0.0431931093975808,0.195169458036733,0.034720825222771,1.98455849688915,1.94983767166638,9.99048565938735,0.7155,0.2845,TRUE,FALSE,FALSE,596,"point_only"
"01003011409","01003","Baldwin County",353,196.814633602281,0.338935280922154,FALSE,FALSE,TRUE,TRUE,0.13301244928194,0.24083779634023,0.086376599730414,0.936412577620828,0.850035977890414,3.52949574696147,0.7035,0.2965,TRUE,FALSE,FALSE,609,"point_only"
"01003011410","01003","Baldwin County",379,281.369863347161,0.451307413281088,TRUE,FALSE,TRUE,TRUE,0.175434525861284,0.248085639307192,0.0783370312109336,1.32527723578452,1.24694020457358,5.02624903261554,0.6605,0.3395,TRUE,FALSE,FALSE,651,"point_only"
"01003011411","01003","Baldwin County",370,368.84820726147,0.60601036270676,TRUE,FALSE,TRUE,TRUE,0.311940193699336,0.298888366477586,0.100761024697483,3.1037564211966,3.00299539649912,10.0472140548311,0.552,0.448,FALSE,FALSE,FALSE,773,"neither"
"01003011412","01003","Baldwin County",123,117.085438889727,0.578671208094136,TRUE,FALSE,TRUE,TRUE,0.165859316894332,0.190669219931907,0.0450807984250602,1.87989534918324,1.83481455075818,9.6230243739049,0.7385,0.2615,TRUE,FALSE,FALSE,565,"point_only"
"01003011413","01003","Baldwin County",48,61.0982814815605,0.773787759391597,TRUE,FALSE,TRUE,TRUE,0.243841069416301,0.218890373390623,0.0475275163287003,2.45429429227957,2.40676677595087,10.9953066398943,0.6635,0.3365,TRUE,FALSE,FALSE,647,"point_only"
"01003011414","01003","Baldwin County",36,37.6430604494374,0.6356477617264,TRUE,FALSE,TRUE,TRUE,0.321144131581859,0.25702526229694,0.0595064065127603,2.40454335019836,2.3450369436856,9.12376053127569,0.6205,0.3795,FALSE,FALSE,FALSE,696,"neither"
"01003011415","01003","Baldwin County",1,18.3847763108502,11.176155812067,TRUE,FALSE,TRUE,FALSE,,,,,,,,,,,,,
"01003011416","01003","Baldwin County",28,49.7292670366254,1.07966276675261,TRUE,FALSE,TRUE,TRUE,0.0225344395929215,0.0629591445157329,0.00438732491407462,1.46334853888129,1.45896121396722,23.1731422844005,0.8605,0.1395,TRUE,TRUE,TRUE,358,"both_point_and_fdr"
"01003011417","01003","Baldwin County",112,140.60227594175,0.763147394386398,TRUE,FALSE,TRUE,TRUE,0.527074931842049,0.373078462312128,0.0872920445842261,5.21202632628021,5.12473428169599,13.7363444942273,0.4475,0.5525,FALSE,FALSE,FALSE,875,"neither"
"01003011418","01003","Baldwin County",0,18.3847763108502,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,
"01003011419","01003","Baldwin County",57,56.302753041037,0.600466624444483,TRUE,FALSE,TRUE,TRUE,0.0477383483391533,0.120620813664303,0.0182703600444995,1.30960942109456,1.29133906105006,10.7057730902392,0.8315,0.1685,TRUE,TRUE,TRUE,405,"both_point_and_fdr"
"01003011501","01003","Baldwin County",223,139.032370331517,0.379005193974176,FALSE,FALSE,TRUE,TRUE,0.832484730057862,0.545207354221251,0.195949429929948,2.6014726958264,2.40552326589645,4.41212549183675,0.1735,0.8265,FALSE,FALSE,FALSE,1145,"neither"
"01003011503","01003","Baldwin County",255,168.884575968322,0.402609395001662,TRUE,FALSE,TRUE,TRUE,0.78061066117778,0.573624625390546,0.216247972118564,3.02569986800729,2.80945189588873,4.89771842339568,0.1475,0.8525,FALSE,FALSE,FALSE,1180,"neither"
"01003011504","01003","Baldwin County",190,119.004201606498,0.380752524736835,FALSE,FALSE,TRUE,TRUE,0.488634421680294,0.448923775372823,0.159306111762428,2.20525165282551,2.04594554106308,4.55744527980048,0.3025,0.6975,FALSE,FALSE,FALSE,1001,"neither"
"01003011601","01003","Baldwin County",249,96.8297474952816,0.236397865004777,FALSE,FALSE,TRUE,TRUE,0.196144768430394,0.225419953602267,0.0798605297538778,0.621820282316497,0.541959752562619,2.40422262493612,0.781,0.219,TRUE,TRUE,FALSE,492,"both_point_and_fdr"
"01003011603","01003","Baldwin County",110,71.1969100453102,0.393461785273889,FALSE,FALSE,TRUE,TRUE,0.0291698797335132,0.104310161274821,0.0215800186985015,0.660291388171696,0.638711369473195,6.12319415162642,0.9,0.1,TRUE,TRUE,TRUE,281,"both_point_and_fdr"
"01003011604","01003","Baldwin County",126,72.4706837279737,0.349643864177034,FALSE,FALSE,TRUE,TRUE,0.0291698797335132,0.11396218074904,0.0238032802148324,0.642061530557949,0.618258250343117,5.4251177564301,0.899,0.101,TRUE,TRUE,TRUE,284,"both_point_and_fdr"
"01005950100","01005","Barbour County",91,64.0780773744032,0.42805756621399,TRUE,FALSE,TRUE,TRUE,0.132321211121643,0.18067728418418,0.0561703132889429,1.09673813534135,1.04056782205241,5.75926202760315,0.7895,0.2105,TRUE,TRUE,FALSE,480,"both_point_and_fdr"
"01005950200","01005","Barbour County",44,35.5105618091294,0.490612901480097,TRUE,FALSE,TRUE,TRUE,0,0.138245548950099,0.0369214964256152,0.903346135304626,0.866424638879011,6.26728777497029,0.8545,0.1455,TRUE,TRUE,TRUE,367,"both_point_and_fdr"
"01005950300","01005","Barbour County",105,75.5049667240507,0.437139769715158,TRUE,FALSE,TRUE,TRUE,0,0.140915751938293,0.0408649711329949,0.78766508544468,0.746800114311685,5.29962125624329,0.8845,0.1155,TRUE,TRUE,TRUE,308,"both_point_and_fdr"
"01005950400","01005","Barbour County",127,71.449282711585,0.342001688301869,FALSE,FALSE,TRUE,TRUE,0,0.11645175220903,0.0350050052989538,0.498783798368815,0.463778793069861,3.9825832095457,0.9355,0.0645,TRUE,TRUE,TRUE,187,"both_point_and_fdr"
"01005950500","01005","Barbour County",71,66.2872536767062,0.567552152718063,TRUE,FALSE,TRUE,TRUE,0.165732919582274,0.143353409680065,0.0368839941339636,1.02843886732794,0.991554873193972,6.91685586974819,0.844,0.156,TRUE,TRUE,TRUE,386,"both_point_and_fdr"
"01005950600","01005","Barbour County",259,108.16653826392,0.253879283810587,FALSE,FALSE,TRUE,TRUE,0.110334429325995,0.148701042819416,0.0471382232900713,0.521026333238194,0.473888109948123,3.18685128875403,0.9065,0.0935,TRUE,TRUE,TRUE,265,"both_point_and_fdr"
"01005950700","01005","Barbour County",27,33.6154726279432,0.756849546953579,TRUE,FALSE,TRUE,TRUE,0.382241336596531,0.216891813970563,0.0513633629474498,2.32260008792728,2.27123672497983,10.4717494099989,0.679,0.321,FALSE,FALSE,FALSE,632,"neither"
"01005950800","01005","Barbour County",76,43.4165866921848,0.347277129196807,FALSE,FALSE,TRUE,TRUE,0.382241336596531,0.278712387482166,0.070165953874166,1.33625345584074,1.26608750196658,4.54263089417792,0.598,0.402,FALSE,FALSE,FALSE,720,"neither"
"01005950900","01005","Barbour County",580,168.51409436602,0.176620998182602,FALSE,FALSE,TRUE,TRUE,0.237882427346448,0.216926430278781,0.0907968913301434,0.53957715254063,0.448780261210487,2.06881319456436,0.83,0.17,TRUE,TRUE,TRUE,410,"both_point_and_fdr"
"01007010001","01007","Bibb County",168,83.4865258589672,0.302093377692022,FALSE,FALSE,TRUE,TRUE,0,0.11513614839613,0.0343249427734669,0.405876668178135,0.371551725404668,3.22706405052157,0.948,0.052,TRUE,TRUE,TRUE,156,"both_point_and_fdr"
"01007010005","01007","Bibb County",161,77.1556867638413,0.291323931974707,FALSE,FALSE,TRUE,TRUE,0,0.0879613544716,0.0206490364878476,0.370413614704768,0.34976457821692,3.97634370591517,0.9645,0.0355,TRUE,TRUE,TRUE,105,"both_point_and_fdr"
"01007010006","01007","Bibb County",71,58.4636639289739,0.500566496245335,TRUE,FALSE,TRUE,TRUE,0,0.109082646189401,0.0277927453643086,0.855615081791505,0.827822336427196,7.58894622880562,0.8855,0.1145,TRUE,TRUE,TRUE,305,"both_point_and_fdr"
"01007010007","01007","Bibb County",225,117.596768663089,0.317721766060354,FALSE,FALSE,TRUE,TRUE,0,0.098981886212465,0.0302119200607629,0.385802682641329,0.355590762580566,3.59248319250342,0.959,0.041,TRUE,TRUE,TRUE,126,"both_point_and_fdr"
"01007010008","01007","Bibb County",127,128.280941686597,0.614034136785758,TRUE,FALSE,TRUE,TRUE,0.133885449649173,0.146559075464006,0.0416395917905163,1.32005310649004,1.27841351469953,8.7228546622041,0.8335,0.1665,TRUE,TRUE,TRUE,400,"both_point_and_fdr"
"01007010009","01007","Bibb County",29,44.9221548904324,0.94166554638785,TRUE,FALSE,TRUE,TRUE,0.824417601817787,0.240109933858521,0.0531008112185214,2.75469597679267,2.70159516557415,11.2514926898693,0.635,0.365,FALSE,FALSE,FALSE,683,"neither"
"01007010010","01007","Bibb County",97,77.8203058333749,0.487702853591796,TRUE,FALSE,TRUE,TRUE,1.00748507605834,0.405800233454201,0.131204445338223,2.59325940138524,2.46205495604702,6.06716002869151,0.38,0.62,FALSE,FALSE,FALSE,930,"neither"
"01007010011","01007","Bibb County",191,111.220501707194,0.353985587635686,FALSE,FALSE,TRUE,TRUE,0,0.112629939945013,0.0367235368560274,0.467191495446694,0.430467958590666,3.82196739872917,0.945,0.055,TRUE,TRUE,TRUE,163,"both_point_and_fdr"
"01009050103","01009","Blount County",244,178.518906561742,0.444762834624899,TRUE,FALSE,TRUE,TRUE,0,0.0822293455151507,0.0203803395928747,0.586230463688989,0.565850124096114,6.88136480414838,0.9445,0.0555,TRUE,TRUE,TRUE,164,"both_point_and_fdr"
"01009050104","01009","Blount County",136,86.6487160897379,0.387308761352306,FALSE,FALSE,TRUE,TRUE,0.232741408117805,0.177031837934897,0.0570732237314449,0.791152026800233,0.734078803068788,4.14659200080578,0.8205,0.1795,TRUE,TRUE,FALSE,430,"both_point_and_fdr"
"01009050105","01009","Blount County",269,124.775798935531,0.281976020464245,FALSE,FALSE,TRUE,TRUE,0.311824592718893,0.215365732789899,0.085757173903454,0.648850322280405,0.563093148376951,2.61459026504592,0.7955,0.2045,FALSE,TRUE,FALSE,476,"fdr_only"
"01009050106","01009","Blount County",222,118.827606220104,0.325385706673522,FALSE,FALSE,TRUE,TRUE,0.455952155614059,0.277658038808412,0.0917844050634316,0.959059414160895,0.867275009097464,3.12353646528454,0.6165,0.3835,FALSE,FALSE,FALSE,698,"neither"
"01009050107","01009","Blount County",140,93.4772699644143,0.405893486601886,TRUE,FALSE,TRUE,TRUE,0,0.108307230512179,0.0296584061356912,0.611861952398989,0.582203546263298,5.37548179849203,0.9115,0.0885,TRUE,TRUE,TRUE,254,"both_point_and_fdr"
"01009050200","01009","Blount County",337,122.14745187682,0.220337596848321,FALSE,FALSE,TRUE,TRUE,0.449128423912648,0.246528549263714,0.106954229827738,0.591374913154781,0.484420683327043,1.96496789022538,0.7495,0.2505,FALSE,FALSE,FALSE,546,"neither"
"01009050301","01009","Blount County",308,96.8762096698668,0.191205561263701,FALSE,FALSE,TRUE,TRUE,0.149410701381624,0.134536755838391,0.0538218895878373,0.35711568675479,0.303293797166953,2.25435640451503,0.9645,0.0355,TRUE,TRUE,TRUE,106,"both_point_and_fdr"
"01009050302","01009","Blount County",183,102.85912696499,0.34168494349491,FALSE,FALSE,TRUE,TRUE,0.0153986340258613,0.105899880858983,0.0264781818504925,0.525228452696232,0.49875027084574,4.70963958410756,0.9385,0.0615,TRUE,TRUE,TRUE,180,"both_point_and_fdr"
"01009050400","01009","Blount County",105,71.3442359269479,0.4130510113009,TRUE,FALSE,TRUE,TRUE,0.0037860450964983,0.110457381384265,0.034147630056643,0.637098211722551,0.602950581665908,5.45867169861948,0.9255,0.0745,TRUE,TRUE,TRUE,222,"both_point_and_fdr"
"01009050501","01009","Blount County",182,77.3369252039412,0.258314991161833,FALSE,FALSE,TRUE,TRUE,0.630427331115136,0.322876042851887,0.125911938924876,0.939200032451373,0.813288093526497,2.51888646287571,0.5185,0.4815,FALSE,FALSE,FALSE,804,"neither"
"01009050502","01009","Blount County",111,73.824115301167,0.40430524001844,TRUE,FALSE,TRUE,TRUE,0,0.179057720316441,0.0512304247507064,0.883733478948683,0.832503054197977,4.64935582071932,0.8285,0.1715,TRUE,TRUE,TRUE,412,"both_point_and_fdr"
"01009050601","01009","Blount County",399,145.096519599886,0.221064088183812,FALSE,FALSE,TRUE,TRUE,0,0.116540634117221,0.0420508846054995,0.323887204575346,0.281836319969846,2.41835238073584,0.9775,0.0225,TRUE,TRUE,TRUE,63,"both_point_and_fdr"
"01009050603","01009","Blount County",182,79.9061950038919,0.266896673248578,FALSE,FALSE,TRUE,TRUE,0.311402565737007,0.251617017422271,0.0972396665073162,0.717762220874699,0.620522554367382,2.46613905817826,0.7065,0.2935,FALSE,FALSE,FALSE,603,"neither"
"01009050604","01009","Blount County",172,137.480907765406,0.485901278594068,TRUE,FALSE,TRUE,TRUE,1.54683056946286,0.687556788455753,0.222159602542708,4.11155847806825,3.88939887552554,5.65684019244592,0.113,0.887,FALSE,FALSE,FALSE,1221,"neither"
"01009050701","01009","Blount County",302,135.14806694881,0.272042647695827,FALSE,FALSE,TRUE,TRUE,0,0.0918378190503767,0.0335787515275598,0.286727058684572,0.253148307157012,2.75647124218129,0.9855,0.0145,TRUE,TRUE,TRUE,34,"both_point_and_fdr"
"01009050702","01009","Blount County",105,71.8679344353238,0.416082989928058,TRUE,FALSE,TRUE,TRUE,0.14182581598344,0.161492902312838,0.0476741957836139,0.792405565378013,0.7447313695944,4.61154242030856,0.8465,0.1535,TRUE,TRUE,TRUE,380,"both_point_and_fdr"
"01011952100","01011","Bullock County",51,34.0147027033899,0.405443741622146,TRUE,FALSE,TRUE,TRUE,0,0.168507090198834,0.0498976507544827,0.844774090566922,0.794876439812439,4.71716910472138,0.8105,0.1895,TRUE,TRUE,FALSE,449,"both_point_and_fdr"
"01011952201","01011","Bullock County",224,94.6414285606467,0.256842782676527,FALSE,FALSE,TRUE,TRUE,0.402290881023456,0.342265701953581,0.121148455793027,1.05970575857832,0.93855730278529,2.74218917474991,0.474,0.526,FALSE,FALSE,FALSE,852,"neither"
"01011952202","01011","Bullock County",142,102.825094213426,0.440194760963339,TRUE,FALSE,TRUE,TRUE,0.337737286222752,0.281768350198694,0.0826812634136122,1.63049965605442,1.5478183926408,5.49323013585214,0.5875,0.4125,FALSE,FALSE,FALSE,736,"neither"
"01011952500","01011","Bullock County",135,73.3757453113766,0.330409750360809,FALSE,FALSE,TRUE,TRUE,0,0.164421588680761,0.0575501929495852,0.581733216338211,0.524183023388626,3.18804256542232,0.8765,0.1235,TRUE,TRUE,TRUE,329,"both_point_and_fdr"
"01013952700","01013","Butler County",246,135.948519668292,0.33594909350407,FALSE,FALSE,TRUE,TRUE,0.0722285065465429,0.157199646540013,0.04419631203978,0.648774210533454,0.604577898493674,3.84592403227691,0.867,0.133,TRUE,TRUE,TRUE,346,"both_point_and_fdr"
"01013952800","01013","Butler County",82,63.6003144646314,0.471497623727714,TRUE,FALSE,TRUE,TRUE,0.953298363859014,0.537248745790134,0.162495076929212,3.21442281185329,3.05192773492408,5.68066051124157,0.217,0.783,FALSE,FALSE,FALSE,1100,"neither"
"01013952900","01013","Butler County",56,43.081318457076,0.467665202530135,TRUE,FALSE,TRUE,TRUE,0.55415105567125,0.364373420457477,0.106055522021649,2.5141114116608,2.40805588963915,6.60875836282403,0.448,0.552,FALSE,FALSE,FALSE,873,"neither"
"01013953000","01013","Butler County",8,18.3847763108502,1.39701947650838,TRUE,FALSE,TRUE,FALSE,,,,,,,,,,,,,
"01013953100","01013","Butler County",131,86.3133825081603,0.40053543009425,TRUE,FALSE,TRUE,TRUE,0.86328641350393,0.483912785345773,0.166361030298449,2.25284150927751,2.08648047897906,4.31168702742209,0.2565,0.7435,FALSE,FALSE,FALSE,1053,"neither"
"01013953200","01013","Butler County",196,91.9238815542512,0.285106015613954,FALSE,FALSE,TRUE,TRUE,0.0765724206264987,0.153954971787531,0.0567987705524316,0.49148333019986,0.434684559647429,2.82345256278781,0.9095,0.0905,TRUE,TRUE,TRUE,257,"both_point_and_fdr"
